sort_index,file_path,relative_file_path,path_base,title,document_date,effective_date,source_page_date,source_page_url,source_page_title,crawl_date,file_mtime,date_source,date_confidence,legal_sort_bucket,legal_sort_date,legal_sort_confidence,legal_sort_group,legal_sort_sequence,sort_policy_source,sort_policy_reason,relationship_hint,original_file_url,url_status,url_ok,url_source,notes
1595,daa/khac/chua-phan-loai/pdf/196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_t-52754f6f.pdf,daa/khac/chua-phan-loai/pdf/196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_t-52754f6f.pdf,manifest_dir,196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_t-52754f6f.pdf,2023-03-16,2023-03-16,2023-03-16,,[Skip to content](https://daa.uit.edu.vn/thongbao/24-quyet-dinh-ve-viec-ban-hanh-quy-dinh-day-va-hoc-theo-phuong-thuc-truc-tuyen-va-phuong#main),2026-07-09,2026-07-09T12:01:15.507191,title,high,document_date,2023-03-16,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_thuc_ket_hop.pdf,unchecked,false,metadata_file_path,from_metadata
1596,ctsv/bai-viet/pdf/207_qd_dhcntt20_3_2023_scan-05a51c3a.pdf,ctsv/bai-viet/pdf/207_qd_dhcntt20_3_2023_scan-05a51c3a.pdf,manifest_dir,207_qd_dhcntt20_3_2023_scan-05a51c3a.pdf,2023-03-20,2023-03-20,2023-03-20,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:18:10.605567,title,high,document_date,2023-03-20,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/207_qd_dhcntt20_3_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1597,ctsv/bai-viet/pdf/245_qd_dhcntt29_03_2023_scan-b42400c1.pdf,ctsv/bai-viet/pdf/245_qd_dhcntt29_03_2023_scan-b42400c1.pdf,manifest_dir,245_qd_dhcntt29_03_2023_scan-b42400c1.pdf,2023-03-29,2023-03-29,2023-03-29,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:18:53.034753,title,high,document_date,2023-03-29,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/245_qd_dhcntt29_03_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1598,ctsv/bai-viet/pdf/246_qd_dhcntt29_03_2023_scan-b5de6d30.pdf,ctsv/bai-viet/pdf/246_qd_dhcntt29_03_2023_scan-b5de6d30.pdf,manifest_dir,246_qd_dhcntt29_03_2023_scan-b5de6d30.pdf,2023-03-29,2023-03-29,2023-03-29,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:18:56.366890,title,high,document_date,2023-03-29,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/246_qd_dhcntt29_03_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1599,ctsv/bai-viet/pdf/247_qd_dhcntt29_03_2023_scan-2e66ed74.pdf,ctsv/bai-viet/pdf/247_qd_dhcntt29_03_2023_scan-2e66ed74.pdf,manifest_dir,247_qd_dhcntt29_03_2023_scan-2e66ed74.pdf,2023-03-29,2023-03-29,2023-03-29,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:19:01.245862,title,high,document_date,2023-03-29,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/247_qd_dhcntt29_03_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1600,ctsv/bai-viet/pdf/248_qd_dhcntt29_03_2023_scan-d3a1687b.pdf,ctsv/bai-viet/pdf/248_qd_dhcntt29_03_2023_scan-d3a1687b.pdf,manifest_dir,248_qd_dhcntt29_03_2023_scan-d3a1687b.pdf,2023-03-29,2023-03-29,2023-03-29,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:19:03.920429,title,high,document_date,2023-03-29,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/248_qd_dhcntt29_03_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1601,ctsv/bai-viet/pdf/249_qd_dhcntt29_03_2023_scan-98bd5bcc.pdf,ctsv/bai-viet/pdf/249_qd_dhcntt29_03_2023_scan-98bd5bcc.pdf,manifest_dir,249_qd_dhcntt29_03_2023_scan-98bd5bcc.pdf,2023-03-29,2023-03-29,2023-03-29,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:19:06.513198,title,high,document_date,2023-03-29,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/249_qd_dhcntt29_03_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1602,ctsv/bai-viet/pdf/289_qd_dhcntt05_04_2023_scan-4daf6bc7.pdf,ctsv/bai-viet/pdf/289_qd_dhcntt05_04_2023_scan-4daf6bc7.pdf,manifest_dir,289_qd_dhcntt05_04_2023_scan-4daf6bc7.pdf,2023-04-05,2023-04-05,2023-04-05,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:20:03.748238,title,high,document_date,2023-04-05,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/289_qd_dhcntt05_04_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1603,ctsv/bai-viet/pdf/06_tb_drl_1_2022-2023-ab03b54d.pdf,ctsv/bai-viet/pdf/06_tb_drl_1_2022-2023-ab03b54d.pdf,manifest_dir,06_tb_drl_1_2022-2023-ab03b54d.pdf,,,2023-04-07,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-ve-viec-danh-gia-ket-qua-ren-luyen-sinh-vien-hoc-ky-1-nam-hoc-2022-2023#main),2026-07-09,2026-07-09T11:55:18.430023,missing,low,source_page_date,2023-04-07,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202303/06_tb_drl_1_2022-2023.pdf,unchecked,false,metadata_file_path,from_metadata
1604,ctsv/bai-viet/pdf/45_tb_dhcntt10_04_2023_scan-427af679.pdf,ctsv/bai-viet/pdf/45_tb_dhcntt10_04_2023_scan-427af679.pdf,manifest_dir,45_tb_dhcntt10_04_2023_scan-427af679.pdf,2023-04-10,2023-04-10,2023-04-10,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-che-do-chinh-sach-hoc-ky-2-nam-hoc-2022-2023#main),2026-07-09,2026-07-09T11:52:35.893069,title,high,document_date,2023-04-10,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/45_tb_dhcntt10_04_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1605,ctsv/bai-viet/pdf/46_tb_dhcntt10_04_2023_scan-26d38968.pdf,ctsv/bai-viet/pdf/46_tb_dhcntt10_04_2023_scan-26d38968.pdf,manifest_dir,46_tb_dhcntt10_04_2023_scan-26d38968.pdf,2023-04-10,2023-04-10,2023-04-10,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-che-do-chinh-sach-hoc-ky-2-nam-hoc-2022-2023#main),2026-07-09,2026-07-09T11:52:36.082037,title,high,document_date,2023-04-10,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/46_tb_dhcntt10_04_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1606,ctsv/bai-viet/pdf/47_tb_dhcntt10_04_2023_scan-1ad4e2ac.pdf,ctsv/bai-viet/pdf/47_tb_dhcntt10_04_2023_scan-1ad4e2ac.pdf,manifest_dir,47_tb_dhcntt10_04_2023_scan-1ad4e2ac.pdf,2023-04-10,2023-04-10,2023-04-10,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-che-do-chinh-sach-hoc-ky-2-nam-hoc-2022-2023#main),2026-07-09,2026-07-09T11:52:36.196635,title,high,document_date,2023-04-10,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/47_tb_dhcntt10_04_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1607,ctsv/bai-viet/pdf/48_tb_dhcntt10_04_2023_scan-2ddc588b.pdf,ctsv/bai-viet/pdf/48_tb_dhcntt10_04_2023_scan-2ddc588b.pdf,manifest_dir,48_tb_dhcntt10_04_2023_scan-2ddc588b.pdf,2023-04-10,2023-04-10,2023-04-10,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-che-do-chinh-sach-hoc-ky-2-nam-hoc-2022-2023#main),2026-07-09,2026-07-09T11:52:36.322175,title,high,document_date,2023-04-10,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/48_tb_dhcntt10_04_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1608,ctsv/bai-viet/pdf/07_tb_ctsv-2b919e47.pdf,ctsv/bai-viet/pdf/07_tb_ctsv-2b919e47.pdf,manifest_dir,07_tb_ctsv-2b919e47.pdf,,,2023-04-10,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-ve-viec-chuc-cac-hoat-dong-duc-thao-sinh-vien-mon-co-vua-nam-2023#main),2026-07-09,2026-07-09T11:55:05.942397,missing,low,source_page_date,2023-04-10,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202303/07_tb_ctsv.pdf,unchecked,false,metadata_file_path,from_metadata
1609,ctsv/bai-viet/pdf/12_kh_dhcntt17_04_2023_scan-02a3afd2.pdf,ctsv/bai-viet/pdf/12_kh_dhcntt17_04_2023_scan-02a3afd2.pdf,manifest_dir,12_kh_dhcntt17_04_2023_scan-02a3afd2.pdf,2023-04-17,2023-04-17,2023-04-17,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:36:43.345760,title,high,document_date,2023-04-17,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/12_kh_dhcntt17_04_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1610,ctsv/bai-viet/pdf/351_qd_dhcntt18_4_2023_scan-cadcb3fa.pdf,ctsv/bai-viet/pdf/351_qd_dhcntt18_4_2023_scan-cadcb3fa.pdf,manifest_dir,351_qd_dhcntt18_4_2023_scan-cadcb3fa.pdf,2023-04-18,2023-04-18,2023-04-18,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:21:18.153030,title,high,document_date,2023-04-18,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/351_qd_dhcntt18_4_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1611,_stale_artifacts/20260709T054053Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/31-quy-che-tuyen-sinh-dai-hoc-chinh-quy/354-qd-dhcntt_19-4-2023-quychets.pdf,_stale_artifacts/20260709T054053Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/31-quy-che-tuyen-sinh-dai-hoc-chinh-quy/354-qd-dhcntt_19-4-2023-quychets.pdf,manifest_dir,354-qd-dhcntt_19-4-2023-quychets.pdf,2023-04-19,2023-04-19,2023-04-19,,[Skip to content](https://daa.uit.edu.vn/31-quy-che-tuyen-sinh-dai-hoc-chinh-quy#main),,2025-11-09T17:02:58.930659,title,high,document_date,2023-04-19,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202408/354-qd-dhcntt_19-4-2023-quychets.pdf,unchecked,false,cached_exact_name,discovered_from_filesystem
1612,ctsv/bai-viet/pdf/13_kh_dhcntt19_04_2023_scan-fff21a02.pdf,ctsv/bai-viet/pdf/13_kh_dhcntt19_04_2023_scan-fff21a02.pdf,manifest_dir,13_kh_dhcntt19_04_2023_scan-fff21a02.pdf,2023-04-19,2023-04-19,2023-04-19,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:36:50.609559,title,high,document_date,2023-04-19,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/13_kh_dhcntt19_04_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1613,ctsv/bai-viet/pdf/13_kh_dhcntt19_04_2023_scan_0-edb9cd5a.pdf,ctsv/bai-viet/pdf/13_kh_dhcntt19_04_2023_scan_0-edb9cd5a.pdf,manifest_dir,13_kh_dhcntt19_04_2023_scan_0-edb9cd5a.pdf,2023-04-19,2023-04-19,2023-04-19,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:35:22.085326,title,high,document_date,2023-04-19,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202305/13_kh_dhcntt19_04_2023_scan_0.pdf,unchecked,false,metadata_file_path,from_metadata
1614,ctsv/bai-viet/pdf/353_qd_dhcntt19_04_2023_scan-527d0327.pdf,ctsv/bai-viet/pdf/353_qd_dhcntt19_04_2023_scan-527d0327.pdf,manifest_dir,353_qd_dhcntt19_04_2023_scan-527d0327.pdf,2023-04-19,2023-04-19,2023-04-19,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:21:28.418975,title,high,document_date,2023-04-19,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/353_qd_dhcntt19_04_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1615,ctsv/bai-viet/pdf/50_tb_dhcntt19_04_2023_scan-cdabd97b.pdf,ctsv/bai-viet/pdf/50_tb_dhcntt19_04_2023_scan-cdabd97b.pdf,manifest_dir,50_tb_dhcntt19_04_2023_scan-cdabd97b.pdf,2023-04-19,2023-04-19,2023-04-19,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/tang-cuong-cong-tac-phong-dich-benh-covid-19-va-benh-marburg#main),2026-07-09,2026-07-09T11:36:31.791448,title,high,document_date,2023-04-19,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/50_tb_dhcntt19_04_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1616,daa/khac/chua-phan-loai/pdf/354-qd-dhcntt_19-4-2023-quychets-c30bd932.pdf,daa/khac/chua-phan-loai/pdf/354-qd-dhcntt_19-4-2023-quychets-c30bd932.pdf,manifest_dir,354-qd-dhcntt_19-4-2023-quychets-c30bd932.pdf,2023-04-19,2023-04-19,2023-04-19,,[Skip to content](https://daa.uit.edu.vn/31-quy-che-tuyen-sinh-dai-hoc-chinh-quy#main),2026-07-09,2026-07-09T12:00:10.736666,title,high,document_date,2023-04-19,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202408/354-qd-dhcntt_19-4-2023-quychets.pdf,unchecked,false,metadata_file_path,from_metadata
1617,ctsv/bai-viet/pdf/377_qd_dhcntt21_04_2023_scan-9387f5ea.pdf,ctsv/bai-viet/pdf/377_qd_dhcntt21_04_2023_scan-9387f5ea.pdf,manifest_dir,377_qd_dhcntt21_04_2023_scan-9387f5ea.pdf,2023-04-21,2023-04-21,2023-04-21,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:22:00.026143,title,high,document_date,2023-04-21,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/377_qd_dhcntt21_04_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1618,ctsv/bai-viet/pdf/thong_bao_dtts-hk2_2022-2023-29de6b4f.pdf,ctsv/bai-viet/pdf/thong_bao_dtts-hk2_2022-2023-29de6b4f.pdf,manifest_dir,thong_bao_dtts-hk2_2022-2023-29de6b4f.pdf,,,2023-04-24,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-che-do-chinh-sach-hk2-nam-hoc-2022-2023#main),2026-07-09,2026-07-09T11:52:36.619154,missing,low,source_page_date,2023-04-24,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/thong_bao_dtts-hk2_2022-2023.pdf,unchecked,false,metadata_file_path,from_metadata
1619,ctsv/bai-viet/pdf/thong_bao_mghp-hk2_2022-2023-1f929ecd.pdf,ctsv/bai-viet/pdf/thong_bao_mghp-hk2_2022-2023-1f929ecd.pdf,manifest_dir,thong_bao_mghp-hk2_2022-2023-1f929ecd.pdf,,,2023-04-24,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-che-do-chinh-sach-hk2-nam-hoc-2022-2023#main),2026-07-09,2026-07-09T11:52:36.407404,missing,low,source_page_date,2023-04-24,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/thong_bao_mghp-hk2_2022-2023.pdf,unchecked,false,metadata_file_path,from_metadata
1620,ctsv/bai-viet/pdf/thong_bao_svkt-hk2_2022-2023-554c5a9b.pdf,ctsv/bai-viet/pdf/thong_bao_svkt-hk2_2022-2023-554c5a9b.pdf,manifest_dir,thong_bao_svkt-hk2_2022-2023-554c5a9b.pdf,,,2023-04-24,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-che-do-chinh-sach-hk2-nam-hoc-2022-2023#main),2026-07-09,2026-07-09T11:52:36.550558,missing,low,source_page_date,2023-04-24,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/thong_bao_svkt-hk2_2022-2023.pdf,unchecked,false,metadata_file_path,from_metadata
1621,ctsv/bai-viet/pdf/thong_bao_tcxh-hk2_2022-2023-3930c29d.pdf,ctsv/bai-viet/pdf/thong_bao_tcxh-hk2_2022-2023-3930c29d.pdf,manifest_dir,thong_bao_tcxh-hk2_2022-2023-3930c29d.pdf,,,2023-04-24,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-che-do-chinh-sach-hk2-nam-hoc-2022-2023#main),2026-07-09,2026-07-09T11:52:36.474233,missing,low,source_page_date,2023-04-24,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/thong_bao_tcxh-hk2_2022-2023.pdf,unchecked,false,metadata_file_path,from_metadata
1622,ctsv/bai-viet/pdf/382_qd_dhcntt25_04_2023_scan_qd-02bda5e0.pdf,ctsv/bai-viet/pdf/382_qd_dhcntt25_04_2023_scan_qd-02bda5e0.pdf,manifest_dir,382_qd_dhcntt25_04_2023_scan_qd-02bda5e0.pdf,2023-04-25,2023-04-25,2023-04-25,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:22:11.049973,title,high,document_date,2023-04-25,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202304/382_qd_dhcntt25_04_2023_scan_qd.pdf,unchecked,false,metadata_file_path,from_metadata
1623,ctsv/bai-viet/pdf/384_qd_dhcntt25_04_2023_scan-26b70ea0.pdf,ctsv/bai-viet/pdf/384_qd_dhcntt25_04_2023_scan-26b70ea0.pdf,manifest_dir,384_qd_dhcntt25_04_2023_scan-26b70ea0.pdf,2023-04-25,2023-04-25,2023-04-25,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:22:17.054684,title,high,document_date,2023-04-25,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202306/384_qd_dhcntt25_04_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1624,ctsv/bai-viet/pdf/thong_bao_cap_nhat_llsv_2023_0-59cc3d8b.pdf,ctsv/bai-viet/pdf/thong_bao_cap_nhat_llsv_2023_0-59cc3d8b.pdf,manifest_dir,thong_bao_cap_nhat_llsv_2023_0-59cc3d8b.pdf,,,2023-04-28,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/cap-nhat-du-lieu-sinh-vien#main),2026-07-09,2026-07-09T10:41:05.957172,missing,low,source_page_date,2023-04-28,medium,,,derived,,amendment_or_update,https://ctsv.uit.edu.vn/sites/default/files/202304/thong_bao_cap_nhat_llsv_2023_0.pdf,unchecked,false,metadata_file_path,from_metadata
1625,ctsv/bai-viet/pdf/413_qd_dhcntt08_05_2023_scan-418a8f08.pdf,ctsv/bai-viet/pdf/413_qd_dhcntt08_05_2023_scan-418a8f08.pdf,manifest_dir,413_qd_dhcntt08_05_2023_scan-418a8f08.pdf,2023-05-08,2023-05-08,2023-05-08,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:22:44.784744,title,high,document_date,2023-05-08,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202306/413_qd_dhcntt08_05_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1626,ctsv/bai-viet/pdf/414_qd_dhcntt08_05_2023_scan-9d39999d.pdf,ctsv/bai-viet/pdf/414_qd_dhcntt08_05_2023_scan-9d39999d.pdf,manifest_dir,414_qd_dhcntt08_05_2023_scan-9d39999d.pdf,2023-05-08,2023-05-08,2023-05-08,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:22:46.977132,title,high,document_date,2023-05-08,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202306/414_qd_dhcntt08_05_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1627,_stale_artifacts/20260709T054105Z/daa/quydinh_huongdan/quyche-dhqg-hcm/pdf/540_qd_dhqg_9-5-2023_quy_dinh_mo_nganh.pdf,_stale_artifacts/20260709T054105Z/daa/quydinh_huongdan/quyche-dhqg-hcm/pdf/540_qd_dhqg_9-5-2023_quy_dinh_mo_nganh.pdf,manifest_dir,540_qd_dhqg_9-5-2023_quy_dinh_mo_nganh.pdf,2023-05-09,2023-05-09,2022-10-10,,"<!DOCTYPE html><html lang=""vi"" dir=""ltr"" class=""js""><!-- <![endif]-->",,2025-11-09T17:09:20.163268,title,high,document_date,2023-05-09,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202310/540_qd_dhqg_9-5-2023_quy_dinh_mo_nganh.pdf,unchecked,false,cached_exact_name,discovered_from_filesystem
1628,ctsv/bai-viet/pdf/14_kh_dhcntt09_05_2023_scan-20e07bdb.pdf,ctsv/bai-viet/pdf/14_kh_dhcntt09_05_2023_scan-20e07bdb.pdf,manifest_dir,14_kh_dhcntt09_05_2023_scan-20e07bdb.pdf,2023-05-09,2023-05-09,2023-05-09,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:36:58.892852,title,high,document_date,2023-05-09,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202306/14_kh_dhcntt09_05_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1629,daa/quydinh_huongdan/quyche-dhqg-hcm/pdf/540_qd_dhqg_9-5-2023_quy_dinh_mo_nganh-e7bc7aed.pdf,daa/quydinh_huongdan/quyche-dhqg-hcm/pdf/540_qd_dhqg_9-5-2023_quy_dinh_mo_nganh-e7bc7aed.pdf,manifest_dir,540_qd_dhqg_9-5-2023_quy_dinh_mo_nganh-e7bc7aed.pdf,2023-05-09,2023-05-09,2022-10-10,,"<!DOCTYPE html><html lang=""vi"" dir=""ltr"" class=""js""><!-- <![endif]-->",,2026-04-16T18:30:39.765138,title,high,document_date,2023-05-09,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202310/540_qd_dhqg_9-5-2023_quy_dinh_mo_nganh.pdf,unchecked,false,cached_normalized_name,discovered_from_filesystem
1630,ctsv/bai-viet/pdf/449_qd_dhcntt17_05_2023_scan-16a1feba.pdf,ctsv/bai-viet/pdf/449_qd_dhcntt17_05_2023_scan-16a1feba.pdf,manifest_dir,449_qd_dhcntt17_05_2023_scan-16a1feba.pdf,2023-05-17,2023-05-17,2023-05-17,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:23:37.722326,title,high,document_date,2023-05-17,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202306/449_qd_dhcntt17_05_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1631,ctsv/bai-viet/pdf/450_qd_dhcntt17_05_2023_scan-9cbcf8e1.pdf,ctsv/bai-viet/pdf/450_qd_dhcntt17_05_2023_scan-9cbcf8e1.pdf,manifest_dir,450_qd_dhcntt17_05_2023_scan-9cbcf8e1.pdf,2023-05-17,2023-05-17,2023-05-17,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:23:40.405117,title,high,document_date,2023-05-17,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202306/450_qd_dhcntt17_05_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1632,ctsv/bai-viet/pdf/489_qd_dhcntt24_05_2023_scan-de045d1b.pdf,ctsv/bai-viet/pdf/489_qd_dhcntt24_05_2023_scan-de045d1b.pdf,manifest_dir,489_qd_dhcntt24_05_2023_scan-de045d1b.pdf,2023-05-24,2023-05-24,2023-05-24,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:24:10.430260,title,high,document_date,2023-05-24,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202306/489_qd_dhcntt24_05_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1633,ctsv/bai-viet/pdf/490_qd_dhcntt24_05_2023_scan-54a024ce.pdf,ctsv/bai-viet/pdf/490_qd_dhcntt24_05_2023_scan-54a024ce.pdf,manifest_dir,490_qd_dhcntt24_05_2023_scan-54a024ce.pdf,2023-05-24,2023-05-24,2023-05-24,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:24:13.419780,title,high,document_date,2023-05-24,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202306/490_qd_dhcntt24_05_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1634,ctsv/bai-viet/pdf/491_qd_dhcntt24_05_2023_scan-8dad5af7.pdf,ctsv/bai-viet/pdf/491_qd_dhcntt24_05_2023_scan-8dad5af7.pdf,manifest_dir,491_qd_dhcntt24_05_2023_scan-8dad5af7.pdf,2023-05-24,2023-05-24,2023-05-24,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:24:13.288249,title,high,document_date,2023-05-24,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202306/491_qd_dhcntt24_05_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
